LeagueIndex,UniqueUnitsMade,UniqueHotkeys,Age,HoursPerWeek,TotalHours,APM,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,ComplexUnitsMade,ComplexAbilitiesUsed,SelectByHotkeys,AssignToHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs
0,5,4,32,20,250,76.0464,66.9333,100.4835,7.1209,19,2.4315552,0,0,8.56825317,2.3157441,0,1.0420875,10.536633
0,5,6,21,4,500,86.7318,30.296,63.554,4.0072,28,4.1833773,0,0,17.3871171,2.94143202,0,6.54E-02,18.17149968
1,6,10,28,20,600,91.3278,50.9364,78.9885,4.9885,20,9.408789,0,0,11.06941716,2.49061833,9.22E-02,0.64571724,16.05065913
1,8,1,23,4,200,100.4274,34.3746,59.6338,4.6549,18,4.9193964,1.14561657,2.6281845,14.48868015,2.49340077,6.74E-02,2.56078998,19.13853564
1,7,6,25,8,600,99.8568,34.1368,58.1299,4.0844,24,5.2742637,0,0.07032564,13.3614999,2.25035676,3.52E-01,1.33614999,21.65969178
1,6,5,21,8,800,120.9714,38.3914,62.7166,4.607,26,3.2291172,5.30E-01,1.2048921,37.97814483,2.12060691,2.41E-01,0.81932769,18.02516139
0,3,0,24,12,10,44.5248,66.35,97.9259,3.358,11,3.2204619,0,0,9.92974779,0.80511282,2.68E-01,0.67092912,10.86904962
1,7,5,28,8,312,131.097,36.986,44.9074,5.8843,17,9.776241,0,0.17938242,14.3503812,1.34534691,8.97E-02,6.99581349,19.37301462
0,8,0,17,18,430,129.3624,38.9697,48.2036,5.5131,32,2.8915074,5.17E-01,1.1870505,8.46142659,3.65E-01,1.52E-01,5.78298825,22.12753464
0,7,2,19,16,730,60.4956,103.9624,93.3271,5.2103,36,6.862644,1.68837822,2.4508836,4.41156393,4.36E-01,0,3.2678271,11.65524822
0,7,4,17,8,400,87.531,59.3443,53.3478,4.2609,13,5.2979994,0,1.6993593,7.79706594,1.39947174,0,0.89966268,18.39307005
0,5,1,17,12,300,89.031,53.5856,63.426,5.1435,26,7.615071,0,0,3.77067879,0.81328491,0,0.73934847,16.48747035
0,5,4,25,8,110,133.6512,39.5728,54.1154,7.2212,12,5.2102251,0,0,18.15681753,3.63136563,0,1.89462393,16.42007583
0,4,0,21,10,200,68.1486,29.3034,56.9832,2.7374,16,4.0461138,0,0.6130395,8.7053202,2.08437147,1.23E-01,1.23E-01,21.94721766
0,8,5,22,24,1000,55.077,60.9626,81.0426,3.5585,14,4.0461138,1.37414304,0,5.80194495,0.61072965,0,1.67951052,14.35217598
1,9,4,18,42,1700,70.7214,60.3142,63.0723,2.7108,25,6.156414,4.10E-01,1.3681215,12.72364146,2.05219818,0,3.42E-01,22.71101868
1,7,7,16,14,1000,165.0564,27.7471,39.7249,5.0401,28,7.351164,0,1.0059264,24.99315048,3.63677652,7.74E-02,2.24396883,27.00498204
1,9,6,21,42,1260,143.7696,21.8167,45.7778,5.8532,17,3.5153793,0,0,17.66484603,5.27309019,1.14250491,5.00943276,22.14696924
1,8,3,24,12,700,99.5442,40.0791,71.0986,4.9296,24,4.3115607,0.65610891,1.7340336,20.52689886,2.39012127,0,1.41E-01,16.63710084
1,11,6,20,24,600,125.8662,31.8929,71.3353,6.724,28,6.433065,5.03E-01,1.7088111,14.22339255,2.81452302,16.03273257,3.81971133,16.93739727
0,8,5,16,20,450,124.5054,32.0702,58.2533,6.821,21,8.470512,0.92533653,0.7118055,15.94423611,2.27774574,0,1.70831196,16.30013355
1,6,3,18,28,1200,136.485,38.6796,55.4576,4.1356,26,5.848434,0,0,46.05021036,2.10756024,2.63E-01,2.05487442,21.76056585
1,8,10,24,10,200,148.0326,35.7869,52.8213,5.7126,28,7.754193,2.57E-01,0.7189209,28.55170008,1.48920543,0.77027922,1.9000242,21.25972134
0,5,5,18,12,500,89.5368,69.2281,72.4174,5.5565,25,3.4032852,0,0,15.20125029,1.81507482,4.54E-01,4.54E-01,13.04584695
1,5,6,37,14,800,327.7218,29.3671,54.1,9.5375,13,5.716746,0,0,175.8434802,2.95701156,0,1.57707,15.77071593
0,6,2,19,10,300,121.377,50.0769,52.6699,6.5837,27,9.01107,2.09181609,1.3677498,12.55090716,2.33318214,8.05E-02,2.41E-01,16.81500177
1,8,7,21,16,600,187.4826,33.38,33.2238,3.1206,27,7.052742,2.61E-01,0.06530238,61.9704612,3.52624356,0.58770549,4.30985088,37.35205866
1,8,3,18,10,1000,141.735,24,50.2857,6.4825,26,9.504369,0.97480449,0.7920396,21.14105877,2.25423306,0.73110204,2.13238449,19.19144979
0,6,3,16,8,92,100.3074,32.3401,58.0484,4.6694,15,6.807951,0,0,0.74723382,4.15E-01,8.30E-02,1.24538616,20.59040646
1,10,0,16,8,800,118.9332,36.7314,70.4501,6.3989,26,8.174214,1.11245562,1.2091932,14.4619443,1.40266305,1.78960275,4.98187386,16.97706297
1,8,8,19,10,900,158.868,26.327,41.438,4.5118,33,3.67983,0,2.3810571,35.62916013,4.06943001,3.46E-01,3.42005418,27.57687966
1,6,5,19,20,2500,125.118,29.3526,51.2277,4.1124,39,5.880294,2.41743591,1.6987221,32.47206777,3.5934894,5.23E-01,0.98004015,22.67164503
1,4,4,22,28,1000,93.741,42.9895,69.2083,4.1875,20,4.8992184,0,0,22.6814526,1.45161063,0.54435465,2.1774186,17.41935411
0,8,2,21,16,500,101.6526,23.1259,72.2214,7.3247,22,5.1946668,0,0,10.52977248,1.26357291,0.65518497,1.59116805,12.68252613
1,7,7,19,20,1400,172.1688,27.6667,43.2246,4.64,27,12.175299,0,0,41.32907874,1.65647574,3.31E-01,3.56142231,26.91773874
0,6,2,27,10,220,84.8274,37.6867,86.5868,6.4251,13,9.063639,2.05648866,0.7616664,9.67310487,2.20881663,1.21866093,2.66581647,12.71974923
0,3,1,29,4,100,86.5122,39.6211,67.0995,4.623,12,3.7962783,0,0,3.70370376,3.70E-01,1.85E-01,1.29629844,17.68518333
0,4,1,17,8,730,114.2478,24.1509,79.037,10.2222,9,6.607233,0,0.40045365,4.20475005,0.60067782,0,0.60067782,10.81221669
0,5,2,26,8,730,93.5688,42.4533,65.1391,4.9669,17,7.81632,0,0,3.43451862,3.55E-01,0,3.55E-01,17.88317199
1,9,5,18,28,700,128.9046,35.1493,43.3795,4.1099,31,3.9354534,0.73028961,2.2314213,19.92061368,3.12400575,8.11E-02,2.84E-01,26.9394885
1,6,4,25,12,800,138.1902,28.7412,40.4204,3.9618,18,6.138891,0.91254474,2.0739798,34.8425208,2.90354517,2.49E-01,1.24437726,26.04893247
1,3,0,28,8,500,72.816,22.6514,63.2045,4.2955,13,5.0034006,0,0,1.51045605,0.66082419,1.13284071,1.89E-01,16.61499
1,4,3,21,28,800,85.395,36.8837,64.5517,5.7471,16,4.097196,0,0,7.24893057,1.57585401,0.94551453,3.93963768,13.70993679
0,7,3,23,8,400,114.7236,31.3296,64.8222,6.3278,24,8.874072,0,0,12.15773352,0.70994169,3.55E-01,3.55E-01,15.97366413
0,10,3,23,8,400,141.6378,26.0342,53.2976,7.6902,18,3.7374966,0.63811332,2.0054808,13.08128589,2.37012912,0.72927009,1.77759684,18.68755203
1,6,6,16,28,1000,197.7714,25.4949,40.1608,6.6683,16,5.685948,0,0,52.46060166,4.29125526,2.15E-01,6.32960496,21.34899837
0,4,3,28,12,500,48.0486,65.4706,114.4348,5.4203,10,6.906717,0,0.36350136,4.48315866,0.60583383,0,3.63E-01,8.3604888
0,8,6,20,28,999,110.1012,50.4496,67.444,7.1004,23,8.255457,0,0,21.07315449,2.33542827,1.09E-01,0.54312273,14.06687499
0,7,2,19,8,500,125.103,23.079,51.6986,6.2192,21,7.585335,0,0.19787715,13.65360831,2.44050255,6.60E-02,1.58302782,19.26016119
0,7,2,22,14,700,34.9278,86.6622,94.7467,2.6567,33,2.5611192,0,0.17073774,1.40859963,2.99E-01,1.28E-01,0.72564336,12.80546856
0,8,5,20,12,200,73.5696,58.9274,69.1572,3.8491,25,4.4270532,0.66405267,1.2174237,10.45885743,2.37952782,1.66E-01,3.87E-01,17.59744089
0,6,8,18,8,400,87.5064,34.4296,85.0588,6.2647,15,9.876069,0.55902618,0,10.15563519,2.04976089,0,0.55902618,12.671253
0,9,1,18,28,250,73.02,45.5802,77.5754,3.2615,20,2.6758152,0,0,11.40133995,3.31569675,0,1.16339976,18.90528327
0,6,4,21,10,150,86.2812,60.1296,76.3871,5.1573,23,6.02154,0,0,5.45702859,0.94086828,1.25E-01,1.00359,15.55566093
0,9,3,19,20,120,119.073,32.779,49.6419,4.8843,22,5.0531553,1.78646985,2.858373,6.48233118,1.93959432,3.57E-01,4.59E-01,23.37723252
0,5,3,23,16,500,99.9318,65.3429,73.7589,5.9858,13,9.37746,0,0,11.90629971,2.212677,2.11E-01,2.63413701,14.85653571
1,7,7,25,56,2500,160.971,27.2959,36.1645,4.4673,20,5.136894,1.22838885,1.116693,23.95362771,1.89842058,5.58E-02,0.94921029,29.87223867
1,8,5,17,8,100,167.6424,41.9869,43.9826,5.4935,26,10.138914,0.94184532,2.6593011,21.93940134,4.26599559,3.32E-01,1.60667325,25.48516446
1,9,5,22,28,500,124.5138,25.4737,46.7746,5.4179,29,4.4390007,0.69359751,1.8033291,10.68140484,1.98831357,0.69359751,9.01677294,21.13161228
1,8,4,17,96,900,145.806,43.2906,54.406,4.3008,21,5.381685,0,0.5539923,55.08495765,3.16580076,0,1.58E-01,21.05258355
0,7,5,20,8,600,130.1964,44.7754,53.1981,4.5943,26,8.492283,1.12160475,0.8011728,27.29239641,1.81593504,0,5.34E-02,22.64574816
0,7,1,20,20,500,133.8408,33.6436,47.2494,5.0049,31,5.1597801,1.60895655,0.16644195,25.52137866,2.10828771,1.66E-01,1.7753985,22.46990751
0,6,8,19,10,600,64.7592,52.6667,80.6154,3.9028,18,2.7556245,0,2.1566034,10.06408017,2.51602137,3.59E-01,0.71886249,14.79659112
1,3,3,21,16,1000,105.6162,13.8022,54.3478,6.1848,13,5.0409423,0,0,5.56239492,0.69530202,1.74E-01,1.21677588,15.99188274
1,6,6,20,42,550,175.92,42.8725,73.2308,6.2341,20,7.101063,0.89506422,0.8950536,67.48786449,1.79012844,0,0,17.84162124
1,7,2,20,2,150,107.1972,31.1111,49.0526,4.4515,25,3.9930669,1.18543626,1.1854575,3.99304566,4.37E-01,0,1.87173783,22.52326239
0,6,1,23,24,700,76.1916,47.9162,76.7083,4.3021,18,6.025257,0,0.08142354,6.83942868,1.13990301,1.63E-01,1.05848478,15.63297453
1,4,1,22,30,1000,132.111,35.1489,49.6842,6.9263,20,16.076556,0,0,13.11977808,3.69571221,0,0,17.55463698
0,7,1,35,12,250,33.6204,91.581,124.3602,2.4218,15,3.4609518,0,0,5.47054254,0.66986181,0,5.58E-02,11.77841367
0,6,4,20,10,300,55.4748,41.7902,91.0556,4.5972,23,2.2374747,0,0,4.14E-01,4.14E-01,4.97E-01,2.8175922,11.93332761
0,7,4,18,20,500,96.3384,42.8571,75.945,6.1009,23,7.012917,0,0,9.09068814,0.71426934,1.30E-01,4.80507741,14.15549889
0,8,1,18,28,450,137.964,35.7,51.1701,7.3278,22,7.163721,0,0,21.21871221,1.91036808,0,5.38996329,16.44279732
1,3,5,18,8,720,99.8766,35.8298,89.3895,5.8,14,4.3265349,0,0,31.02732828,1.35976356,2.47E-01,3.09037221,11.74341015
1,6,4,18,20,700,105.147,50.5812,56.9362,5.9574,25,4.8378879,0,0,13.38699852,0.9940851,1.99E-01,3.18106701,15.57398574
1,10,3,22,12,700,89.2788,52.1983,63.2442,4.5814,33,4.6735965,2.57E-01,0.35950293,8.57677572,0.77036949,1.07851941,1.69481394,17.66712933
1,10,4,23,28,450,105.6042,28.8674,45.9678,4.3703,44,5.739048,0.99638433,2.1920211,11.3189022,1.55435913,4.78263735,1.71377595,22.27910859
0,9,0,24,24,303,72.069,68.1227,71.8532,4.1529,31,5.709843,1.18140066,2.4612381,7.9252281,0.59070033,2.46E-01,1.13217696,16.09658001
0,7,4,20,10,50,43.3884,26.381,73.8898,4.1339,12,3.4518717,0,0.5753385,1.80813465,1.15062921,0,1.15062921,10.43787231
1,9,3,23,28,1200,111.759,42.488,49.6845,4.4592,33,3.9993858,1.91706399,0.29747682,6.54445818,2.11538187,1.18990197,1.7848503,23.46749721
0,6,4,23,12,100,45.3894,73.1797,81.527,2.5608,23,4.23207,0,0,2.57356053,4.00E-01,0.57190293,0.80066304,16.92831186
1,8,4,19,30,1825,147.1572,30.9896,55.7103,6.5345,22,12.400443,0,0.12039363,35.21459781,2.52822906,6.02E-02,2.82920517,17.45681085
0,4,3,26,12,500,82.9908,49.2093,65.6923,4.2615,13,4.4687898,0,0,8.80215336,2.57293926,0,4.33336887,17.60430672
0,4,0,18,10,600,58.947,64.5545,85.4902,5.6765,14,3.6455274,0,0.10416096,5.21E-01,3.12E-01,0,0.9374274,10.62416835
0,6,6,23,8,96,82.458,53.8883,67.7326,3.7911,22,2.8170081,0,0,11.79952623,2.12603904,0,2.13E-01,19.0812195
0,3,3,22,10,30,43.779,35.2093,86.6667,2.8966,7,3.8171466,0,0,1.56155949,0.69402762,0,1.38805524,15.09508746
0,4,4,20,4,250,44.0304,52.6993,113.1944,2.9722,11,1.4664627,0,0,5.68247526,1.74140388,0,1.28314026,13.19801031
0,6,4,21,10,350,95.8032,37.2584,72.0896,5.3321,23,5.551074,0,0,8.63535033,1.41866739,2.47E-01,3.02237235,16.53052914
0,6,4,21,18,200,77.3832,52.9258,63.7988,3.8047,18,5.832504,0,0,5.17200903,1.2104676,0,1.98076806,18.597213
0,6,1,28,6,100,68.214,57.0526,84.0698,5.4767,17,5.3018226,0,0,6.4328526,1.83795561,0,2.0500317,12.15879552
0,5,0,19,28,100,86.1144,48.2487,77.4845,6.4175,13,3.0412494,0,2.3139918,5.75190351,0.7933671,1.98E-01,1.91730294,12.82608729
1,8,6,24,8,800,180.282,30.8755,60.24,10.36,22,7.487631,1.27564254,3.2168511,44.14831704,3.27229812,2.22E-01,4.54794066,13.86567909
0,5,3,16,10,360,156.0678,32.8398,46.2418,6.1538,16,9.997668,0,0,32.05734084,2.39071599,2.17E-01,4.34676069,19.77774813
1,5,6,18,28,600,139.9266,37.6318,47.0891,4.2376,13,5.0371191,0,0,46.10059164,2.40905673,0,0.87602256,22.11952716
1,4,6,20,12,250,169.0608,43.6074,59.122,4.9085,18,8.120583,0,0,73.80307935,2.50787052,1.19E-01,1.07480241,19.58528187
0,4,5,16,12,450,119.1558,36.2481,61.1892,5.332,18,4.5385632,0,1.8154359,24.43851036,1.7456094,0,4.89E-01,18.08450064
0,10,4,24,4,300,100.5552,42.2167,56.7152,4.9044,27,6.558912,0.74253978,3.3414237,8.82799713,2.18637126,8.25E-02,4.54E-01,19.84237083
0,8,2,17,8,120,69.5898,60.1714,84.5694,4.5872,19,2.805804,1.27536111,1.7854875,6.93797697,2.65275387,0,1.1223216,14.33508309
0,5,3,21,10,150,73.6266,48.7562,78.1386,5.5149,21,5.663115,0,0,3.3710004,1.75292127,0,1.07872119,13.61884374
1,4,5,23,28,1260,240.7638,33.2086,66.8857,5.7857,14,15.641136,0,0,116.9269062,2.42964891,4.56E-01,3.34077057,21.25943991
1,4,5,26,16,250,100.3596,27.7064,68.1455,5.0545,13,3.6917775,0,0.46147086,14.61326868,2.61500508,3.08E-01,0.76912164,16.92062829
1,6,6,24,20,700,148.9158,38.2667,49.9751,6.5809,26,12.028212,0,0,14.59976535,1.82497266,1.07839197,0.99543915,19.99171989
0,7,5,17,20,500,61.8882,50.3,91.1032,4.2206,23,3.9349755,0,0,8.5104963,1.0066167,0.59482089,4.58E-01,12.85725168
1,10,6,24,20,1000,94.0662,41.7695,57.5407,4.6667,26,4.3416684,4.60E-01,1.7761419,14.0775534,2.17083951,0.78939522,3.22336647,17.76139776
0,6,2,16,6,450,97.482,34.5803,69.5297,3.9225,19,2.6501679,0,0.8191206,26.30907468,3.66206805,0,1.34918604,18.64764207
0,8,3,20,30,700,91.1646,40.5362,57.2274,4.4621,23,3.6062334,0.88454511,0.47629638,9.3217581,0.74846043,2.04E-01,0.81650277,18.84764322
0,6,0,18,24,300,65.8302,64.2609,71.5269,5.3978,11,4.5738747,0,0,5.17567293,0.84255363,0,1.56474018,11.19389949
0,6,6,23,6,650,93.6108,44.689,64.7238,5.3048,17,4.8323655,0,0.38970621,8.65150866,1.09118376,7.79E-02,0.93529809,16.36771923
0,7,0,16,16,184,113.9904,34.2256,56.2846,6.0375,26,8.173683,0,0,5.29666128,4.58E-01,1.31E-01,3.66188751,17.45935965
0,9,8,23,16,300,125.7312,25.1253,57.0965,4.8816,24,5.1732675,0,0,14.2011171,3.04309728,0,1.92729636,23.12752977
1,5,4,22,10,600,151.8984,44.9808,58.4306,6.6077,17,2.8497177,0,0,23.34914262,0.82732986,1.84E-01,11.30686974,19.21248801
1,8,7,23,14,800,104.3874,33.4737,65.4965,5.8042,31,7.958628,1.63686591,1.1288529,16.82023212,1.63686591,0.62088237,2.76574536,16.14290445
0,6,4,19,28,4000,194.1858,39.8389,41.0591,4.6454,22,4.910688,1.86481359,0.7459488,63.52804881,2.67290001,1.30537323,1.74049587,26.2938987
0,8,1,20,8,400,109.968,59.5989,64.1895,5.3737,33,6.78087,0.72649296,0.6296067,15.11109711,2.13105168,3.87E-01,6.87748545,18.40453965
1,6,5,18,12,420,193.3734,21.4815,68.8589,8.2945,12,6.555726,0,0,78.48971721,3.32279091,3.59E-01,1.97571294,14.63824161
0,6,1,22,20,300,63.7248,47.6721,133.3984,6.0407,16,6.11181,0,0.15670872,12.69360279,1.48875408,0.6268455,2.35066797,9.63773496
1,7,5,20,6,800,116.1894,42.4798,56.2857,3.8789,28,8.025003,0,0,18.42821163,2.97229374,2.23E-01,1.48614687,23.92695027
0,8,2,22,10,350,130.2162,34.7568,50.372,5.4582,26,4.6277712,2.20102686,1.9188216,23.42115684,3.44262699,5.64E-02,1.46734947,20.93795127
0,9,5,21,12,350,69.9006,55.8947,76.6039,4.0613,25,3.8642994,0,0,7.38041679,0.97477263,1.74E-01,1.67103576,15.90966801
0,9,4,20,6,1000,61.467,47.2495,85.5431,3.9345,24,2.0617137,0,0.30319038,2.12E-01,1.52E-01,3.03E-01,2.43E-01,16.19050329
1,8,6,25,28,1300,132.0822,31.0236,65.25,11.7266,14,16.983504,0,0.33630885,13.20017148,3.61533474,1.42931925,7.90328718,10.76192568
0,3,1,27,4,50,46.7628,28.8254,105.3125,5.3906,14,2.7761742,0,0,5.1902595,2.05196454,4.83E-01,0.72422028,7.7250411
1,4,4,25,4,300,94.7148,27.395,69.8333,5.575,13,6.257835,0,0,2.720844,0.9522954,1.36E-01,2.5848018,16.32506931
1,7,3,18,24,700,91.3014,31.3245,59.3263,4.1132,22,4.6009026,1.41942141,4.1114268,21.53602188,2.0557134,1.07679897,2.78989524,18.59929452
0,7,3,17,16,400,79.2378,56.6483,77.4146,5.3537,25,7.35435,0,0,3.0754989,0.53487099,0,5.92813179,14.61975219
1,7,7,21,6,500,85.7514,30.0958,70.879,4.449,25,2.9149776,0,0,6.42482919,0.89233488,0.59488992,2.08212003,18.67958703
1,5,2,19,20,730,161.0184,35.9675,44.4858,5.5466,19,4.7100231,0,0,10.04809707,2.40735753,1.05E-01,7.01273646,25.85291382
0,4,5,18,8,220,89.8518,30.9006,72,5.25,12,6.395895,0,0,3.54235941,2.06637588,9.84E-02,3.94E-01,16.9246161
1,7,4,21,28,1100,118.8882,41.0486,53.5655,4.6491,48,2.0425977,0,0,19.28776257,3.1222269,1.05046668,1.02128823,21.62213946
0,5,6,22,12,400,100.1172,21.7143,68.3415,5.7642,19,4.3565364,0,0,18.60348411,1.58953788,5.30E-01,5.89E-02,14.48246214
1,7,3,16,12,1000,149.8014,37.9634,49.2083,5.138,25,11.71917,1.31E-01,0,18.85578876,1.57131396,1.24395777,3.20810553,25.14105522
0,4,1,22,30,700,82.9572,45.8,93.7143,17.7619,6,3.7771623,0,0,19.91593557,1.03013469,0,1.20182292,3.60546876
0,5,3,22,12,60,105.9774,36.6462,61.4656,7.0458,18,2.0542797,0,0,5.94661059,0.75683961,1.08E-01,1.2974454,14.16375063
0,9,7,27,28,300,102.8652,58.9732,65.1756,7.5115,25,4.5912915,4.64E-01,3.7659051,6.50001879,1.39286079,1.03E-01,7.84129293,13.5159147
0,7,3,25,8,700,78.8676,43.6267,75.1596,4.2128,22,3.6533862,0,0,5.84540199,0.77634324,1.00467855,1.41568317,17.17086735
0,8,6,19,6,100,101.598,38.4468,57.3156,5.0345,28,3.2750487,5.07E-01,1.9834974,15.59105739,2.02960413,1.38E-01,2.53700649,17.39002167
0,5,10,23,30,400,97.1082,46.4294,82.5566,4.4098,19,3.0887208,0,0,26.60280795,1.0461762,0,1.49454198,16.29048528
0,7,3,18,20,500,119.8566,40.5091,66.1357,6.4932,26,6.141015,0.56468133,3.8116242,24.56372547,2.18815011,0,1.41171129,15.59937816
0,7,1,19,2,10,55.9674,64.8271,83.0562,3.3296,15,2.983158,0,0.5966316,4.35539475,1.67056317,5.97E-02,2.39E-01,15.93
0,6,2,18,10,700,48.5016,71.7863,107.8182,4.9394,18,5.1765597,0,0,3.66673023,3.59E-01,2.88E-01,0.64707129,9.49036122
1,8,5,24,12,350,105.0174,33.8039,63.8125,5.0586,17,4.3327476,0,0.41929884,15.23452275,2.65555755,1.60731045,2.02660929,17.8900803
1,7,6,20,8,450,102.8466,39.0683,61.6,5.204,31,5.2961409,0,0,11.15724456,0.77676804,2.82E-01,2.89523502,17.65386495
0,10,4,24,8,250,80.088,35.1878,64.557,5.1873,32,2.7385263,0.93784689,0.8252802,6.03971613,1.46303775,0,2.81353536,14.81794263
1,7,8,25,42,2400,182.6208,24.4969,38.626,5.4065,18,6.181371,0,0,29.77220358,1.6445601,1.07746803,3.51595809,27.90080559
0,5,4,18,6,180,90.2904,44.6217,61.3567,4.1433,17,4.2726915,0,0,9.39994254,1.82301858,0,3.36119283,19.48352103
0,4,3,16,14,730,111.753,25.5161,68.1767,5.8996,23,3.4708815,0,0,23.93725167,1.49607657,1.19686338,2.99215845,14.90093793
0,9,1,22,10,1000,87.9012,40.6897,73.2722,4.7908,30,6.993801,0,0,4.05436554,2.03E-01,1.06427268,0.6081543,17.68716396
1,8,5,24,30,2160,192.9342,18.4,34.8605,6.3934,29,5.695506,0,0.26367336,24.04719522,4.74615765,0.73829178,8.59581738,27.21129678
1,6,6,19,10,350,104.1918,35.1273,57.0679,4.5882,13,5.0015952,1.69865838,0,10.19193966,2.45361294,0,1.32117579,20.85572592
0,7,2,17,20,80,48.8586,68.6347,86.1176,3.4301,20,3.7611792,0,0.5590899,5.03187282,2.28721347,0,0.55909521,13.82494608
0,6,5,19,14,900,91.0182,48.4678,71.1487,5.2187,16,3.4385436,0,3.1740525,15.73796916,2.5568712,8.82E-02,0.83759409,15.12079317
0,3,0,16,10,10,32.673,95.8788,119.1642,4.1493,10,4.5361206,0,0,6.70554234,0.59166675,9.86E-02,2.96E-01,6.60693033
1,9,10,22,20,1260,132.1734,44.3333,57.7723,6.12,25,5.0043033,0.73926882,2.6158653,31.56110541,2.38840614,2.27467656,6.42595491,18.48173112
0,5,4,19,6,200,90.2976,39.6047,60.5549,4.7977,14,2.4242274,0,0.09697122,7.27264503,1.55149704,9.70E-02,0.77574852,16.7755644
1,8,6,21,16,300,115.2306,25.0957,47.2573,3.7241,27,5.723118,0,0.39469761,22.76090082,3.61806408,1.32E-01,1.57879044,24.80017446
0,6,5,22,12,25,90.6156,40.6683,58.0294,5.1985,30,2.9871405,0,0,7.78223511,0.58956399,0,1.0219095,16.03612035
0,8,6,20,24,800,116.7888,32.5235,47.5074,3.8448,32,4.741299,0,0.25979706,16.95178206,2.72787444,0,0.71444457,26.36943876
0,6,4,20,10,700,99.3978,57.5423,62.8125,4.9344,20,6.171813,1.74678822,1.8050283,13.68316377,2.38727511,3.49E-01,1.75E-01,18.63239706
1,7,10,17,16,624,138.3468,29.5494,39.5008,4.735,25,4.2985512,4.17E-02,0,13.52164419,2.29534308,0.58426992,2.21187519,27.08502498
0,12,3,20,28,700,57.0798,88.064,80.23,3.639,33,1.9355481,1.08297981,0.34563321,7.25825493,1.93553217,1.15E-01,5.07E-01,14.42433888
0,6,2,23,36,2000,98.4858,42.0403,60.1472,3.7023,22,3.5652402,0,0.07275762,11.64154842,2.54658573,0.72759744,2.32830756,21.75513903
1,7,2,20,40,5000,84.7086,48.512,62.6064,4.5585,25,6.662457,2.21E-01,1.5883803,5.91235578,4.41E-01,1.27954008,2.11785633,16.58988963
1,7,7,18,24,650,188.862,23.7805,44.4577,5.5199,22,8.545383,1.4686929,0.46731186,41.79104874,2.20304466,3.34E-01,1.00138104,26.83706391
0,7,0,28,8,176,69.1182,68.931,96.1545,4.1588,23,3.5363007,4.48E-01,0.34864929,22.71188952,0.99613476,1.49E-01,3.49E-01,11.60497845
0,7,1,24,16,60,25.6062,74.8219,143.2381,3.3061,16,2.0888478,0,0,1.12477482,0.64272771,0,1.61E-01,7.87341312
1,6,10,19,2,400,117.1998,33.4651,56.5101,3.8377,27,5.3092035,0.73001349,0.26546283,29.53244646,3.38461524,6.64E-02,0.59728473,22.89593943
0,7,5,20,4,500,84.9,28.8128,57.4613,4.2853,22,4.1759433,0,0.34799616,6.21419211,2.48567472,4.97E-02,1.5411213,18.64257102
0,7,4,26,6,300,56.1744,56.5271,80.1853,3.3591,22,4.0422906,0,0.42233085,5.30927784,1.02565836,1.81E-01,1.62898056,15.62616711
0,7,5,21,8,100,84.2382,76.242,70.7584,4.4614,29,2.4848676,2.28022551,6.197301,7.86384981,0.7600734,2.05E-01,2.95259895,17.42325696
0,6,5,25,12,400,105.8694,31.8621,69.8904,4.0068,12,4.0694247,0,0.8631936,34.65188118,2.34301095,0,2.47E-01,18.00418158
0,6,0,25,10,1000,51.0624,58.6041,89.3918,3.3509,21,3.1898763,0,0.51038127,3.10481541,1.28E-01,0.68050836,0,14.54584761
0,3,4,28,16,300,40.4076,88.5714,92.48,5.96,14,2.6769303,0,0,2.54310237,1.33847577,1.34E-01,4.02E-01,6.69237885
0,5,3,19,8,300,66.093,31.0323,102.0317,7.6032,11,2.7417123,0,0.26111394,4.7000403,2.35002015,0,1.17501273,8.22506787
1,8,5,31,4,750,205.3416,21.5078,39.8319,7.1394,32,8.541666,0,0,43.27847532,3.15787824,0.62122221,7.6099734,23.39936991
0,8,3,16,10,200,76.6992,39.5909,90.4633,5.4576,14,3.6253494,0,0.31524408,1.73385306,0.63049347,0.63049347,1.49742,13.94962488
0,8,2,24,14,450,98.0592,24.4938,57.2295,4.4508,16,7.680915,0,0,14.59381815,2.68833618,2.30E-01,7.68E-02,18.7415388
0,6,5,26,24,120,85.4424,45.6371,78.8908,4.5042,23,6.427755,0,0.7215228,16.79134572,2.36128266,2.62E-01,3.28E-01,15.61070439
0,6,3,17,8,1000,99.5586,38.704,65.0199,5.0478,23,3.2848191,0,0,20.9721636,2.27409246,1.90E-01,1.70556669,15.85545822
0,7,5,20,8,200,115.488,36.6486,70.9077,6.7115,17,8.241651,0.9225594,4.7973195,13.8998808,1.47609504,1.23E-01,2.15263683,15.9910119
0,6,2,26,2,300,81.336,41.1185,64.9811,4.4858,21,2.7881748,0,0,4.70010402,1.43392833,0.71696682,1.43392833,16.88850279
0,9,3,25,2,80,90.867,34.4549,60.7914,3.8237,24,4.4050698,0,0.29865033,15.00716979,2.23987482,1.34392383,3.43447614,20.75618466
1,4,5,18,24,1200,95.6406,25.05,60,5.1605,14,4.7509632,0,0,14.05494873,2.77140051,1.98E-01,5.74075251,16.03452204
